,Period,MatchClock,Timestamp,EventType,TeamStrengthType,TeamStrength,HomeGoalieOnIce,AwayGoalieOnIce,EventPosition,EventStartCoordinate,EventEndCoordinate,EventPrimaryPlayerId,EventPrimaryPlayerName,EventPrimaryTeam,EventSecondaryPlayerId,EventSecondaryPlayerName,EventSecondaryTeam,FaceoffSpot,ShotResult,ShotSpeed,ShotScreeningPlayerIds,ShotXG,GoalAssist1Id,GoalAssist2Id,PassResult,PassSpeed,BluelineCrossingResult,BluelineCrossingDirection,BluelineCrossingAttackerIds,BluelineCrossingDefenderIds,DumpResult,DumpType,DumpAlongTheBoards,ClearType,ClearAlongTheBoards,PuckControlState,PuckControlStartZone,PuckControlEndZone,PuckControlContestingPlayerIds,StoppageOfPlayReason,PenaltyReason,ParticipatingPlayerIds,StartPlayerId1,StartPlayerId2,StartPlayerId3,StartPlayerId4,StartPlayerId5,StartPlayerId6,StartPlayerId7,StartPlayerId8,StartPlayerId9,StartPlayerId10,StartPlayerId11,StartPlayerId12,StartPlayerName1,StartPlayerName2,StartPlayerName3,StartPlayerName4,StartPlayerName5,StartPlayerName6,StartPlayerName7,StartPlayerName8,StartPlayerName9,StartPlayerName10,StartPlayerName11,StartPlayerName12,StartPlayerTeam1,StartPlayerTeam2,StartPlayerTeam3,StartPlayerTeam4,StartPlayerTeam5,StartPlayerTeam6,StartPlayerTeam7,StartPlayerTeam8,StartPlayerTeam9,StartPlayerTeam10,StartPlayerTeam11,StartPlayerTeam12,StartPlayerCoordinates1,StartPlayerCoordinates2,StartPlayerCoordinates3,StartPlayerCoordinates4,StartPlayerCoordinates5,StartPlayerCoordinates6,StartPlayerCoordinates7,StartPlayerCoordinates8,StartPlayerCoordinates9,StartPlayerCoordinates10,StartPlayerCoordinates11,StartPlayerCoordinates12,StartPlayerVelocity1,StartPlayerVelocity2,StartPlayerVelocity3,StartPlayerVelocity4,StartPlayerVelocity5,StartPlayerVelocity6,StartPlayerVelocity7,StartPlayerVelocity8,StartPlayerVelocity9,StartPlayerVelocity10,StartPlayerVelocity11,StartPlayerVelocity12,StartPlayerDirection1,StartPlayerDirection2,StartPlayerDirection3,StartPlayerDirection4,StartPlayerDirection5,StartPlayerDirection6,StartPlayerDirection7,StartPlayerDirection8,StartPlayerDirection9,StartPlayerDirection10,StartPlayerDirection11,StartPlayerDirection12
3174,3,161,1703800000000.0,Pass,AwayPowerplay,4v5,True,True,HomeTeamZone,"-19.1,-11","-10.5,-2",332924.0,#25 Henrik Haapala,Away,322236.0,#55 Calle Andersson,Away,,,,,,,,Successful,14.8,,,,,,,,,,,,,,,,"332,924,322,236",304441.0,337835.0,337684.0,322236.0,332924.0,340161.0,888052816.0,333800.0,343628.0,344373.0,888052817.0,,#91 Gilles Senn,#40 Dennis Rasmussen,#19 Jesper Olofsson,#55 Calle Andersson,#25 Henrik Haapala,#67 Leon Bristedt,#1 Thomas Milic,#86 Josh Jooris,#19 Corban Knight,#28 Nathan Beaulieu,#8 Jordie Benn,,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,,"25.3,-0.3","-24.5,-2","-22.5,8.2","-9.1,1.9","-18.8,-11.7","-17,-1.8","-25.4,-0.5","-16.9,-4","-18,0.1","-21.9,-5.9","-23,0.4",,0.528,0.221,0.639,4.654,3.256,2.873,0.259,0.707,3.441,1.838,1.121,,"-0.941,-0.339","0.225,0.974","0.969,-0.247","0.266,-0.964","-0.927,-0.375","-0.462,-0.887","-0.861,-0.508","-0.724,0.69","-0.641,-0.768","-0.639,-0.77","-0.122,-0.993",
3175,3,161,1703800000000.0,PuckControl,AwayPowerplay,4v5,True,True,HomeTeamZone,"-19.1,-10.9","-10.5,-2",,,,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,,304441.0,337835.0,337684.0,322236.0,332924.0,340161.0,888052816.0,333800.0,343628.0,344373.0,888052817.0,,#91 Gilles Senn,#40 Dennis Rasmussen,#19 Jesper Olofsson,#55 Calle Andersson,#25 Henrik Haapala,#67 Leon Bristedt,#1 Thomas Milic,#86 Josh Jooris,#19 Corban Knight,#28 Nathan Beaulieu,#8 Jordie Benn,,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,,"25.3,-0.3","-24.5,-2","-22.5,8.2","-9.1,1.8","-18.8,-11.7","-17,-1.8","-25.5,-0.5","-17,-4","-18,0","-21.9,-5.9","-23,0.4",,,,,,,,,,,,,,,,,,,,,,,,,
3176,3,162,1703800000000.0,PuckControl,AwayPowerplay,4v5,True,True,HomeTeamZone,"-10.5,-2","-10.1,-1.2",322236.0,#55 Calle Andersson,Away,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,322236,304441.0,337835.0,337684.0,322236.0,332924.0,340161.0,888052816.0,333800.0,343628.0,344373.0,888052817.0,,#91 Gilles Senn,#40 Dennis Rasmussen,#19 Jesper Olofsson,#55 Calle Andersson,#25 Henrik Haapala,#67 Leon Bristedt,#1 Thomas Milic,#86 Josh Jooris,#19 Corban Knight,#28 Nathan Beaulieu,#8 Jordie Benn,,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,,"25.2,-0.1","-23.9,-1.3","-21.4,8.1","-9,-1.1","-19.8,-13","-17.9,-2.5","-25.7,-0.3","-16.7,-3","-18.8,-0.8","-22.6,-6","-23,0.3",,,,,,,,,,,,,,,,,,,,,,,,,
3177,3,163,1703800000000.0,Pass,AwayPowerplay,4v5,True,True,HomeTeamZone,"-10.1,-1.1","-20.1,8.1",322236.0,#55 Calle Andersson,Away,337684.0,#19 Jesper Olofsson,Away,,,,,,,,Successful,11.9,,,,,,,,,,,,,,,,"322,236,337,684",304441.0,337835.0,337684.0,322236.0,332924.0,340161.0,888052816.0,333800.0,343628.0,344373.0,888052817.0,,#91 Gilles Senn,#40 Dennis Rasmussen,#19 Jesper Olofsson,#55 Calle Andersson,#25 Henrik Haapala,#67 Leon Bristedt,#1 Thomas Milic,#86 Josh Jooris,#19 Corban Knight,#28 Nathan Beaulieu,#8 Jordie Benn,,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,,"25.2,0.1","-23.5,-0.3","-20.5,7.9","-10.5,-1.9","-18.3,-13.2","-18.5,-1.6","-25.5,-0.2","-15.6,-1.6","-18.4,-0.2","-22.8,-5.1","-22.7,1.1",,0.257,1.492,0.851,2.64,2.748,1.811,0.603,3.307,1.194,2.015,1.505,,"0.068,0.998","0.058,0.998","0.98,0.201","-1,0.026","0.944,0.33","-0.654,0.756","0.605,-0.796","0.512,0.859","0.551,0.835","-0.105,0.994","0.204,0.979",
3178,3,163,1703800000000.0,PuckControl,AwayPowerplay,4v5,True,True,HomeTeamZone,"-10.1,-1.2","-20.1,8.1",,,,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,,304441.0,337835.0,337684.0,322236.0,332924.0,340161.0,888052816.0,333800.0,343628.0,344373.0,888052817.0,,#91 Gilles Senn,#40 Dennis Rasmussen,#19 Jesper Olofsson,#55 Calle Andersson,#25 Henrik Haapala,#67 Leon Bristedt,#1 Thomas Milic,#86 Josh Jooris,#19 Corban Knight,#28 Nathan Beaulieu,#8 Jordie Benn,,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,,"25.2,0.1","-23.5,-0.2","-20.4,7.9","-10.6,-1.9","-18.3,-13.2","-18.6,-1.6","-25.5,-0.3","-15.6,-1.6","-18.4,-0.2","-22.8,-5.1","-22.7,1.1",,,,,,,,,,,,,,,,,,,,,,,,,
3179,3,164,1703800000000.0,PuckControl,AwayPowerplay,4v5,True,True,HomeTeamZone,"-20.1,8.1","-14.7,7.8",337684.0,#19 Jesper Olofsson,Away,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,337684,304441.0,337835.0,337684.0,322236.0,332924.0,340161.0,888052816.0,333800.0,343628.0,344373.0,888052817.0,,#91 Gilles Senn,#40 Dennis Rasmussen,#19 Jesper Olofsson,#55 Calle Andersson,#25 Henrik Haapala,#67 Leon Bristedt,#1 Thomas Milic,#86 Josh Jooris,#19 Corban Knight,#28 Nathan Beaulieu,#8 Jordie Benn,,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,,"25.5,0.4","-23.6,-0.1","-20.2,9","-11.8,0.4","-16.1,-10.1","-20.4,-1.3","-25.8,0","-15.2,1","-18.7,1.2","-23.2,-2.1","-22.6,3.7",,,,,,,,,,,,,,,,,,,,,,,,,
3180,3,166,1703800000000.0,Shot,AwayPowerplay,4v5,True,True,HomeTeamZone,"-14.7,7.9",,337684.0,#19 Jesper Olofsson,Away,888052816.0,#1 Thomas Milic,Home,,Missed,112.5,"888,052,817,337,835",0.022,,,,,,,,,,,,,,,,,,,,"337,684,888,052,816,000,000,000,000,000",304441.0,337835.0,337684.0,322236.0,332924.0,340161.0,888052816.0,333800.0,343628.0,344373.0,888052817.0,,#91 Gilles Senn,#40 Dennis Rasmussen,#19 Jesper Olofsson,#55 Calle Andersson,#25 Henrik Haapala,#67 Leon Bristedt,#1 Thomas Milic,#86 Josh Jooris,#19 Corban Knight,#28 Nathan Beaulieu,#8 Jordie Benn,,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,,"25.5,0.5","-23.9,1.1","-15.8,8.3","-9.6,1.3","-16,-4.9","-23.8,-2.2","-25.7,0.3","-15.1,2.1","-17.8,4.5","-23.5,-1","-19.8,5",,0.086,0.21,3.862,2.27,1.308,1.655,0.695,0.772,2.031,0.519,2.145,,"-0.158,0.987","0.993,0.118","0.762,-0.648","0.36,-0.933","-0.39,0.921","-0.996,0.089","0.042,-0.999","-0.748,-0.664","0.847,0.532","0.576,0.818","0.938,-0.346",
3181,3,166,1703800000000.0,PuckControl,AwayPowerplay,4v5,True,True,HomeTeamZone,"-14.7,7.8","-11.4,-13.5",,,,,,,,,,,,,,,,,,,,,,,,,Loose,AwayTeamZone,AwayTeamZone,,,,,304441.0,337835.0,337684.0,322236.0,332924.0,340161.0,888052816.0,333800.0,343628.0,344373.0,888052817.0,,#91 Gilles Senn,#40 Dennis Rasmussen,#19 Jesper Olofsson,#55 Calle Andersson,#25 Henrik Haapala,#67 Leon Bristedt,#1 Thomas Milic,#86 Josh Jooris,#19 Corban Knight,#28 Nathan Beaulieu,#8 Jordie Benn,,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,,"25.5,0.5","-23.9,1.1","-15.7,8.3","-9.6,1.3","-16,-4.9","-23.8,-2.2","-25.7,0.3","-15.1,2.1","-17.7,4.5","-23.5,-0.9","-19.8,5",,,,,,,,,,,,,,,,,,,,,,,,,
