Period,MatchClock,Timestamp,EventType,TeamStrengthType,TeamStrength,HomeGoalieOnIce,AwayGoalieOnIce,EventPosition,EventStartCoordinate,EventEndCoordinate,EventPrimaryPlayerId,EventPrimaryPlayerName,EventPrimaryTeam,EventSecondaryPlayerId,EventSecondaryPlayerName,EventSecondaryTeam,FaceoffSpot,ShotResult,ShotSpeed,ShotScreeningPlayerIds,ShotXG,GoalAssist1Id,GoalAssist2Id,PassResult,PassSpeed,BluelineCrossingResult,BluelineCrossingDirection,BluelineCrossingAttackerIds,BluelineCrossingDefenderIds,DumpResult,DumpType,DumpAlongTheBoards,ClearType,ClearAlongTheBoards,PuckControlState,PuckControlStartZone,PuckControlEndZone,PuckControlContestingPlayerIds,StoppageOfPlayReason,PenaltyReason,ParticipatingPlayerIds,StartPlayerId1,StartPlayerId2,StartPlayerId3,StartPlayerId4,StartPlayerId5,StartPlayerId6,StartPlayerId7,StartPlayerId8,StartPlayerId9,StartPlayerId10,StartPlayerId11,StartPlayerId12,StartPlayerName1,StartPlayerName2,StartPlayerName3,StartPlayerName4,StartPlayerName5,StartPlayerName6,StartPlayerName7,StartPlayerName8,StartPlayerName9,StartPlayerName10,StartPlayerName11,StartPlayerName12,StartPlayerTeam1,StartPlayerTeam2,StartPlayerTeam3,StartPlayerTeam4,StartPlayerTeam5,StartPlayerTeam6,StartPlayerTeam7,StartPlayerTeam8,StartPlayerTeam9,StartPlayerTeam10,StartPlayerTeam11,StartPlayerTeam12,StartPlayerCoordinates1,StartPlayerCoordinates2,StartPlayerCoordinates3,StartPlayerCoordinates4,StartPlayerCoordinates5,StartPlayerCoordinates6,StartPlayerCoordinates7,StartPlayerCoordinates8,StartPlayerCoordinates9,StartPlayerCoordinates10,StartPlayerCoordinates11,StartPlayerCoordinates12,StartPlayerVelocity1,StartPlayerVelocity2,StartPlayerVelocity3,StartPlayerVelocity4,StartPlayerVelocity5,StartPlayerVelocity6,StartPlayerVelocity7,StartPlayerVelocity8,StartPlayerVelocity9,StartPlayerVelocity10,StartPlayerVelocity11,StartPlayerVelocity12,StartPlayerDirection1,StartPlayerDirection2,StartPlayerDirection3,StartPlayerDirection4,StartPlayerDirection5,StartPlayerDirection6,StartPlayerDirection7,StartPlayerDirection8,StartPlayerDirection9,StartPlayerDirection10,StartPlayerDirection11,StartPlayerDirection12,strength_type_state,is_powerplay,pp_start,pp_phase_id
1,932,1767181159600,BluelineCrossing,HomePowerplay,5v4,True,True,NeutralZone,"-7.1,-4.3",,153736.0,#38 Lukas Frick,Away,,,,,,,,,,,,,,TowardsOpponent,,"888057617,888057601,888057600",,,,,,,,,,,,"153736,888057617,888057601,888057600",150983.0,340162.0,153736.0,888057861.0,345037.0,888057597.0,888057617.0,888057609.0,888057601.0,888057600.0,888057613.0,,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#38 Lukas Frick,#47 Leonid Komarov,#15 Simon Ryfors,#30 Adam Gajan,#19 Quinn Finley,#13 T.J. Hughes,#23 Eric Pohlkamp,#4 Jake Livanavage,#27 Zam Plante,,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,,"26.4,-0.3","20.4,-10.6","16.1,-13.8","9.2,1.7","12.5,0","-25.4,-0.1","8,-3.3","14.5,-12.1","1.6,2.1","2.7,-12.9","17.4,-9.5",,0.151,2.662,4.892,6.373,6.129,0.748,4.886,4.261,5.647,5.063,4.671,,"-0.834,-0.551","-0.951,-0.31","-0.977,0.211","-0.941,0.338","-0.32,0.947","0.826,0.564","-0.972,0.233","-0.976,-0.22","-0.996,-0.085","-0.998,-0.07","-0.9,0.437",,HomePowerplay,True,False,2.0
1,933,1767181160340,PuckControl,HomePowerplay,5v4,True,True,HomeTeamZone,"-23.2,0.1","-22.9,0.5",888057597.0,#30 Adam Gajan,Home,,,,,,,,,,,,,,,,,,,,,,HomeControl,AwayTeamZone,AwayTeamZone,,,,888057597,150983.0,340162.0,153736.0,888057861.0,345037.0,888057597.0,888057617.0,888057609.0,888057601.0,888057600.0,888057613.0,,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#38 Lukas Frick,#47 Leonid Komarov,#15 Simon Ryfors,#30 Adam Gajan,#19 Quinn Finley,#13 T.J. Hughes,#23 Eric Pohlkamp,#4 Jake Livanavage,#27 Zam Plante,,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,,"26.3,-0.1","18.2,-11.3","12.8,-12.5","3.9,2.5","11,4.1","-25.1,0.5","5.2,-1.7","11.7,-12.5","-3.1,2.3","-0.6,-13.8","14.2,-7.6",,,,,,,,,,,,,,,,,,,,,,,,,,HomePowerplay,True,False,2.0
1,935,1767181162320,Pass,HomePowerplay,5v4,True,True,HomeTeamZone,"-23,0.5","-9.1,-14.2",888057597.0,#30 Adam Gajan,Home,888057600.0,#4 Jake Livanavage,Home,,,,,,,,Successful,15.3,,,,,,,,,,,,,,,,"888057597,888057600",150983.0,340162.0,153736.0,888057861.0,888057597.0,888057617.0,888057609.0,888057601.0,888057600.0,888057613.0,301617.0,,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#38 Lukas Frick,#47 Leonid Komarov,#30 Adam Gajan,#19 Quinn Finley,#13 T.J. Hughes,#23 Eric Pohlkamp,#4 Jake Livanavage,#27 Zam Plante,#72 Tino Kessler,,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,Away,,"26.5,0.3","10.8,-13.4","6.1,-7.3","-11.7,3.7","-23.7,0.8","0.5,6.5","5.1,-10.8","-16.1,6.1","-8.1,-14.2","4.6,0.4","5.3,13",,0.525,4.304,4.207,7.911,1.473,4.045,4.058,7.351,3.396,7.529,3.84,,"0.662,-0.749","-0.981,-0.196","-0.868,0.496","-0.981,-0.194","0.997,0.071","-0.472,0.882","-0.979,0.205","-0.998,-0.057","-0.971,0.24","-0.598,0.801","-0.673,-0.74",,HomePowerplay,True,False,2.0
1,935,1767181162340,PuckControl,HomePowerplay,5v4,True,True,HomeTeamZone,"-22.9,0.5","-9.1,-14.2",,,,,,,,,,,,,,,,,,,,,,,,,HomeControl,AwayTeamZone,AwayTeamZone,,,,,150983.0,340162.0,153736.0,888057861.0,888057597.0,888057617.0,888057609.0,888057601.0,888057600.0,888057613.0,301617.0,,#29 Sandro Aeschlimann,#6 Klas Dahlbeck,#38 Lukas Frick,#47 Leonid Komarov,#30 Adam Gajan,#19 Quinn Finley,#13 T.J. Hughes,#23 Eric Pohlkamp,#4 Jake Livanavage,#27 Zam Plante,#72 Tino Kessler,,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,Away,,"26.5,0.3","10.7,-13.5","6,-7.2","-11.8,3.7","-23.6,0.8","0.4,6.6","5,-10.8","-16.2,6.1","-8.2,-14.2","4.5,0.5","5.2,12.9",,,,,,,,,,,,,,,,,,,,,,,,,,HomePowerplay,True,False,2.0
1,936,1767181163820,PuckControl,HomePowerplay,5v4,True,True,HomeTeamZone,"-9.1,-14.2","-9.4,-13.7",888057600.0,#4 Jake Livanavage,Home,,,,,,,,,,,,,,,,,,,,,,HomeControl,AwayTeamZone,AwayTeamZone,,,,888057600,150983.0,301617.0,340162.0,153736.0,888057861.0,888057597.0,888057617.0,888057609.0,888057601.0,888057600.0,888057613.0,,#29 Sandro Aeschlimann,#72 Tino Kessler,#6 Klas Dahlbeck,#38 Lukas Frick,#47 Leonid Komarov,#30 Adam Gajan,#19 Quinn Finley,#13 T.J. Hughes,#23 Eric Pohlkamp,#4 Jake Livanavage,#27 Zam Plante,,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,,"26.2,-0.2","1.7,7.6","5.6,-12.6","3.4,-2.6","-15.6,-5.1","-24.8,-0.2","-0.3,13.2","2.3,-12.3","-26,2.1","-9,-14.7","-1.8,6.5",,,,,,,,,,,,,,,,,,,,,,,,,,HomePowerplay,True,False,2.0
1,937,1767181164600,Pass,HomePowerplay,5v4,True,True,HomeTeamZone,"-9.5,-13.7","3.9,-14",888057600.0,#4 Jake Livanavage,Home,,,,,,,,,,,Failed,22.6,,,,,,,,,,,,,,,,888057600,150983.0,301617.0,340162.0,153736.0,888057861.0,888057597.0,888057617.0,888057609.0,888057601.0,888057600.0,888057613.0,,#29 Sandro Aeschlimann,#72 Tino Kessler,#6 Klas Dahlbeck,#38 Lukas Frick,#47 Leonid Komarov,#30 Adam Gajan,#19 Quinn Finley,#13 T.J. Hughes,#23 Eric Pohlkamp,#4 Jake Livanavage,#27 Zam Plante,,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,,"26.2,0","0.9,3.9","4.8,-10.6","4.2,0.3","-12.1,-9.9","-25.6,-0.2","2.1,13.2","3.3,-13.5","-27.9,-2.6","-8.3,-14.9","-3.4,3.6",,0.28,4.61,3.335,3.101,7.862,0.875,4.097,2.088,6.397,1.452,5.293,,"-0.962,0.274","-0.055,-0.998","-0.366,0.93","0.792,0.611","0.669,-0.743","-0.864,0.503","0.924,-0.382","0.87,-0.492","0.218,-0.976","0.995,0.102","0.094,-0.996",,HomePowerplay,True,False,2.0
1,937,1767181164620,PuckControl,HomePowerplay,5v4,True,True,HomeTeamZone,"-9.4,-13.7","3.9,-14",,,,,,,,,,,,,,,,,,,,,,,,,Loose,AwayTeamZone,NeutralZone,,,,,150983.0,301617.0,340162.0,153736.0,888057861.0,888057597.0,888057617.0,888057609.0,888057601.0,888057600.0,888057613.0,,#29 Sandro Aeschlimann,#72 Tino Kessler,#6 Klas Dahlbeck,#38 Lukas Frick,#47 Leonid Komarov,#30 Adam Gajan,#19 Quinn Finley,#13 T.J. Hughes,#23 Eric Pohlkamp,#4 Jake Livanavage,#27 Zam Plante,,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,,"26.2,0","0.9,3.8","4.8,-10.6","4.3,0.3","-12,-10","-25.6,-0.2","2.2,13.2","3.4,-13.6","-27.9,-2.7","-8.3,-14.9","-3.3,3.5",,,,,,,,,,,,,,,,,,,,,,,,,,HomePowerplay,True,False,2.0
1,938,1767181164880,BluelineCrossing,HomePowerplay,5v4,True,True,NeutralZone,"-7.1,-13.8",,888057600.0,#4 Jake Livanavage,Home,,,,,,,,,,,,,PossessionLost,TowardsOpponent,,,,,,,,,,,,,,888057600,150983.0,301617.0,340162.0,153736.0,888057861.0,888057597.0,888057617.0,888057609.0,888057601.0,888057600.0,888057613.0,,#29 Sandro Aeschlimann,#72 Tino Kessler,#6 Klas Dahlbeck,#38 Lukas Frick,#47 Leonid Komarov,#30 Adam Gajan,#19 Quinn Finley,#13 T.J. Hughes,#23 Eric Pohlkamp,#4 Jake Livanavage,#27 Zam Plante,,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,,"26.2,0","1,2.8","4.7,-9.8","5.1,0.8","-10.5,-11.5","-25.7,-0.1","3.4,12.5","3.9,-13.8","-27.1,-4.3","-7.7,-14.9","-2.9,2",,0.465,4.009,3.024,3.705,8.071,0.849,5.86,2.297,7.006,2.632,6.412,,"-0.837,0.547","0.203,-0.979","0.175,0.985","0.922,0.387","0.727,-0.687","-0.697,0.717","0.848,-0.531","0.921,-0.39","0.546,-0.838","0.999,0.054","0.353,-0.936",,HomePowerplay,True,False,2.0
1,938,1767181165360,PuckControl,HomePowerplay,5v4,True,True,NeutralZone,"3.9,-14","4.4,-14",888057609.0,#13 T.J. Hughes,Home,,,,,,,,,,,,,,,,,,,,,,HomeControl,NeutralZone,NeutralZone,,,,888057609,150983.0,301617.0,340162.0,153736.0,888057861.0,888057597.0,888057617.0,888057609.0,888057601.0,888057600.0,888057613.0,,#29 Sandro Aeschlimann,#72 Tino Kessler,#6 Klas Dahlbeck,#38 Lukas Frick,#47 Leonid Komarov,#30 Adam Gajan,#19 Quinn Finley,#13 T.J. Hughes,#23 Eric Pohlkamp,#4 Jake Livanavage,#27 Zam Plante,,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,,"25.7,0.1","1.9,1.1","5.4,-8.8","6.8,1","-7.4,-13.5","-26.2,0.1","5.8,10.8","4.7,-14.5","-24.7,-6.6","-6.3,-14.9","-1.3,-0.6",,,,,,,,,,,,,,,,,,,,,,,,,,HomePowerplay,True,False,2.0
1,938,1767181165400,PuckControl,HomePowerplay,5v4,True,True,NeutralZone,"4.4,-14","7.5,-14.1",,,,,,,,,,,,,,,,,,,,,,,,,Loose,NeutralZone,HomeTeamZone,,,,,150983.0,301617.0,340162.0,153736.0,888057861.0,888057597.0,888057617.0,888057609.0,888057601.0,888057600.0,888057613.0,,#29 Sandro Aeschlimann,#72 Tino Kessler,#6 Klas Dahlbeck,#38 Lukas Frick,#47 Leonid Komarov,#30 Adam Gajan,#19 Quinn Finley,#13 T.J. Hughes,#23 Eric Pohlkamp,#4 Jake Livanavage,#27 Zam Plante,,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,,"25.7,0","2.1,0.9","5.5,-8.7","7,1","-7.1,-13.6","-26.3,0.1","6,10.7","4.8,-14.6","-24.5,-6.7","-6.1,-14.9","-1.1,-0.8",,,,,,,,,,,,,,,,,,,,,,,,,,HomePowerplay,True,False,2.0
