,Period,MatchClock,Timestamp,EventType,TeamStrengthType,TeamStrength,HomeGoalieOnIce,AwayGoalieOnIce,EventPosition,EventStartCoordinate,EventEndCoordinate,EventPrimaryPlayerId,EventPrimaryPlayerName,EventPrimaryTeam,EventSecondaryPlayerId,EventSecondaryPlayerName,EventSecondaryTeam,FaceoffSpot,ShotResult,ShotSpeed,ShotScreeningPlayerIds,ShotXG,GoalAssist1Id,GoalAssist2Id,PassResult,PassSpeed,BluelineCrossingResult,BluelineCrossingDirection,BluelineCrossingAttackerIds,BluelineCrossingDefenderIds,DumpResult,DumpType,DumpAlongTheBoards,ClearType,ClearAlongTheBoards,PuckControlState,PuckControlStartZone,PuckControlEndZone,PuckControlContestingPlayerIds,StoppageOfPlayReason,PenaltyReason,ParticipatingPlayerIds,StartPlayerId1,StartPlayerId2,StartPlayerId3,StartPlayerId4,StartPlayerId5,StartPlayerId6,StartPlayerId7,StartPlayerId8,StartPlayerId9,StartPlayerId10,StartPlayerId11,StartPlayerId12,StartPlayerName1,StartPlayerName2,StartPlayerName3,StartPlayerName4,StartPlayerName5,StartPlayerName6,StartPlayerName7,StartPlayerName8,StartPlayerName9,StartPlayerName10,StartPlayerName11,StartPlayerName12,StartPlayerTeam1,StartPlayerTeam2,StartPlayerTeam3,StartPlayerTeam4,StartPlayerTeam5,StartPlayerTeam6,StartPlayerTeam7,StartPlayerTeam8,StartPlayerTeam9,StartPlayerTeam10,StartPlayerTeam11,StartPlayerTeam12,StartPlayerCoordinates1,StartPlayerCoordinates2,StartPlayerCoordinates3,StartPlayerCoordinates4,StartPlayerCoordinates5,StartPlayerCoordinates6,StartPlayerCoordinates7,StartPlayerCoordinates8,StartPlayerCoordinates9,StartPlayerCoordinates10,StartPlayerCoordinates11,StartPlayerCoordinates12,StartPlayerVelocity1,StartPlayerVelocity2,StartPlayerVelocity3,StartPlayerVelocity4,StartPlayerVelocity5,StartPlayerVelocity6,StartPlayerVelocity7,StartPlayerVelocity8,StartPlayerVelocity9,StartPlayerVelocity10,StartPlayerVelocity11,StartPlayerVelocity12,StartPlayerDirection1,StartPlayerDirection2,StartPlayerDirection3,StartPlayerDirection4,StartPlayerDirection5,StartPlayerDirection6,StartPlayerDirection7,StartPlayerDirection8,StartPlayerDirection9,StartPlayerDirection10,StartPlayerDirection11,StartPlayerDirection12
1821,2,308,1735230000000.0,Pass,AwayPowerplay,4v5,True,True,HomeTeamZone,"-21.6,-8.4","-27,-3.1",888043466.0,#97 Daniel Hercik,Away,888055474.0,#89 Jan Mandat,Away,,,,,,,,Successful,15.6,,,,,,,,,,,,,,,,"888,043,466,888,055,000",150352.0,105742.0,888055464.0,101791.0,888055472.0,888043466.0,888042987.0,888040364.0,888055474.0,342394.0,343031.0,,#28 Christoph Bertschy,#16 Raphael Diaz,#22 Roman Will,#20 Reto Berra,#23 Lukas Sedlak,#97 Daniel Hercik,#41 Peter Ceresnak,#69 Lukas Radil,#89 Jan Mandat,#29 Jakob Lilja,#74 Andreas Borgman,,Home,Home,Away,Home,Away,Away,Away,Away,Away,Home,Home,,"-17,-5.7","-20.9,-5.6","26,0.8","-25.7,-0.4","-18,-2.8","-22.2,-8.9","-8.8,-3.3","-16,7.6","-27.6,-2.5","-19.1,-0.8","-21.1,-0.9",,1.609,0.425,0.236,1.273,1.704,2.582,1.813,1.323,2.553,1.734,1.429,,"-0.674,0.738","-0.919,0.394","0.82,-0.572","-0.966,-0.259","-0.949,-0.314","-0.531,0.847","-0.687,-0.727","-0.981,0.193","-1,0.003","-0.999,0.055","-0.95,-0.311",
1822,2,308,1735230000000.0,PuckControl,AwayPowerplay,4v5,True,True,HomeTeamZone,"-21.6,-8.3","-27,-3.1",,,,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,,150352.0,105742.0,888055464.0,101791.0,888055472.0,888043466.0,888042987.0,888040364.0,888055474.0,342394.0,343031.0,,#28 Christoph Bertschy,#16 Raphael Diaz,#22 Roman Will,#20 Reto Berra,#23 Lukas Sedlak,#97 Daniel Hercik,#41 Peter Ceresnak,#69 Lukas Radil,#89 Jan Mandat,#29 Jakob Lilja,#74 Andreas Borgman,,Home,Home,Away,Home,Away,Away,Away,Away,Away,Home,Home,,"-17,-5.6","-20.9,-5.6","26,0.8","-25.7,-0.4","-18,-2.8","-22.2,-8.9","-8.8,-3.4","-16.1,7.6","-27.7,-2.5","-19.1,-0.8","-21.1,-0.9",,,,,,,,,,,,,,,,,,,,,,,,,
1823,2,309,1735230000000.0,PuckControl,AwayPowerplay,4v5,True,True,HomeTeamZone,"-27,-3.1","-27.2,-2.9",888055474.0,#89 Jan Mandat,Away,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,888055474,150352.0,105742.0,888055464.0,101791.0,888055472.0,888043466.0,888042987.0,888040364.0,888055474.0,342394.0,343031.0,,#28 Christoph Bertschy,#16 Raphael Diaz,#22 Roman Will,#20 Reto Berra,#23 Lukas Sedlak,#97 Daniel Hercik,#41 Peter Ceresnak,#69 Lukas Radil,#89 Jan Mandat,#29 Jakob Lilja,#74 Andreas Borgman,,Home,Home,Away,Home,Away,Away,Away,Away,Away,Home,Home,,"-17.6,-4.9","-21.4,-5.2","26.1,0.7","-26.6,-0.5","-19,-2.7","-22.8,-8","-9.6,-3.7","-17,7.6","-28.6,-2.2","-20.2,-0.1","-22.3,-0.9",,,,,,,,,,,,,,,,,,,,,,,,,
1824,2,309,1735230000000.0,PuckControl,AwayPowerplay,4v5,True,True,HomeTeamZone,"-27.2,-2.9","-29.2,1.7",,,,,,,,,,,,,,,,,,,,,,,,,Loose,AwayTeamZone,AwayTeamZone,,,,,150352.0,105742.0,888055464.0,101791.0,888055472.0,888043466.0,888042987.0,888040364.0,888055474.0,342394.0,343031.0,,#28 Christoph Bertschy,#16 Raphael Diaz,#22 Roman Will,#20 Reto Berra,#23 Lukas Sedlak,#97 Daniel Hercik,#41 Peter Ceresnak,#69 Lukas Radil,#89 Jan Mandat,#29 Jakob Lilja,#74 Andreas Borgman,,Home,Home,Away,Home,Away,Away,Away,Away,Away,Home,Home,,"-17.7,-4.8","-21.4,-5.1","26.1,0.7","-26.6,-0.5","-19.1,-2.7","-22.8,-8","-9.7,-3.6","-17,7.6","-28.6,-2.2","-20.3,-0.1","-22.3,-0.9",,,,,,,,,,,,,,,,,,,,,,,,,
1825,2,310,1735230000000.0,PuckControl,AwayPowerplay,4v5,True,True,HomeTeamZone,"-29.2,1.7","-29.5,4.6",888055474.0,#89 Jan Mandat,Away,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,888055474,150352.0,105742.0,888055464.0,101791.0,888055472.0,888043466.0,888042987.0,888040364.0,888055474.0,342394.0,343031.0,,#28 Christoph Bertschy,#16 Raphael Diaz,#22 Roman Will,#20 Reto Berra,#23 Lukas Sedlak,#97 Daniel Hercik,#41 Peter Ceresnak,#69 Lukas Radil,#89 Jan Mandat,#29 Jakob Lilja,#74 Andreas Borgman,,Home,Home,Away,Home,Away,Away,Away,Away,Away,Home,Home,,"-19.2,-2.6","-22.3,-3.8","26.3,0.4","-27.3,0.5","-19.9,-0.6","-22.5,-7.7","-10.3,-0.7","-18.3,9.1","-29.4,0.7","-21.1,3.5","-24.8,0",,,,,,,,,,,,,,,,,,,,,,,,,
1826,2,311,1735230000000.0,Pass,AwayPowerplay,4v5,True,True,HomeTeamZone,"-29.6,4.5","-15.7,9.6",888055474.0,#89 Jan Mandat,Away,888040364.0,#69 Lukas Radil,Away,,,,,,,,Successful,24.6,,,,,,,,,,,,,,,,"888,055,474,888,040,000",150352.0,105742.0,888055464.0,101791.0,888055472.0,888043466.0,888042987.0,888040364.0,888055474.0,342394.0,343031.0,,#28 Christoph Bertschy,#16 Raphael Diaz,#22 Roman Will,#20 Reto Berra,#23 Lukas Sedlak,#97 Daniel Hercik,#41 Peter Ceresnak,#69 Lukas Radil,#89 Jan Mandat,#29 Jakob Lilja,#74 Andreas Borgman,,Home,Home,Away,Home,Away,Away,Away,Away,Away,Home,Home,,"-20.1,-0.9","-22.2,-2.1","26.8,0.2","-26.6,0.5","-20.9,1","-20.9,-7.5","-10.6,2","-17.3,10.2","-28.9,3.6","-21.4,3.5","-25.8,1.8",,2.422,2.596,0.627,1.076,2.763,2.605,3.614,2.044,3.693,1.801,2.621,,"-0.511,0.86","-0.057,0.998","0.861,-0.509","0.906,-0.423","-0.695,0.719","0.98,0.199","-0.108,0.994","0.88,0.476","0.176,0.984","0.468,0.884","-0.39,0.921",
1827,2,311,1735230000000.0,PuckControl,AwayPowerplay,4v5,True,True,HomeTeamZone,"-29.5,4.6","-15.7,9.6",,,,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,,150352.0,105742.0,888055464.0,101791.0,888055472.0,888043466.0,888042987.0,888040364.0,888055474.0,342394.0,343031.0,,#28 Christoph Bertschy,#16 Raphael Diaz,#22 Roman Will,#20 Reto Berra,#23 Lukas Sedlak,#97 Daniel Hercik,#41 Peter Ceresnak,#69 Lukas Radil,#89 Jan Mandat,#29 Jakob Lilja,#74 Andreas Borgman,,Home,Home,Away,Home,Away,Away,Away,Away,Away,Home,Home,,"-20.2,-0.8","-22.2,-2","26.8,0.2","-26.6,0.5","-20.9,1.1","-20.9,-7.5","-10.6,2.1","-17.2,10.2","-28.9,3.7","-21.4,3.6","-25.9,1.8",,,,,,,,,,,,,,,,,,,,,,,,,
1828,2,312,1735230000000.0,PuckControl,AwayPowerplay,4v5,True,True,HomeTeamZone,"-15.7,9.6","-14.2,9.2",888040364.0,#69 Lukas Radil,Away,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,888040364,150352.0,105742.0,888055464.0,101791.0,888055472.0,888043466.0,888042987.0,888040364.0,888055474.0,342394.0,343031.0,,#28 Christoph Bertschy,#16 Raphael Diaz,#22 Roman Will,#20 Reto Berra,#23 Lukas Sedlak,#97 Daniel Hercik,#41 Peter Ceresnak,#69 Lukas Radil,#89 Jan Mandat,#29 Jakob Lilja,#74 Andreas Borgman,,Home,Home,Away,Home,Away,Away,Away,Away,Away,Home,Home,,"-20.3,0.4","-21.9,-0.8","26.7,0.5","-25.9,0.1","-22.3,2.6","-18.9,-7.4","-10.6,3.6","-15.8,11","-27.5,5.3","-19.9,5.3","-25.4,3.7",,,,,,,,,,,,,,,,,,,,,,,,,
1829,2,312,1735230000000.0,Pass,AwayPowerplay,4v5,True,True,HomeTeamZone,"-14.3,9.3","-10.1,5.4",888040364.0,#69 Lukas Radil,Away,888042987.0,#41 Peter Ceresnak,Away,,,,,,,,Successful,8.7,,,,,,,,,,,,,,,,"888,040,364,888,042,000",150352.0,105742.0,888055464.0,101791.0,888055472.0,888043466.0,888042987.0,888040364.0,888055474.0,342394.0,343031.0,,#28 Christoph Bertschy,#16 Raphael Diaz,#22 Roman Will,#20 Reto Berra,#23 Lukas Sedlak,#97 Daniel Hercik,#41 Peter Ceresnak,#69 Lukas Radil,#89 Jan Mandat,#29 Jakob Lilja,#74 Andreas Borgman,,Home,Home,Away,Home,Away,Away,Away,Away,Away,Home,Home,,"-20.1,0.6","-21.8,-0.7","26.7,0.5","-25.8,0.1","-22.4,3.1","-18.5,-7.6","-10.5,3.6","-15.6,11.2","-27,5.4","-19.5,5.4","-25.1,4.1",,1.793,0.851,0.217,0.679,3.158,2.647,0.268,1.889,3.505,2.297,3.233,,"0.768,0.641","0.828,0.561","-0.065,0.998","0.886,-0.463","-0.301,0.953","0.935,-0.355","0.788,0.615","0.669,0.743","1,-0.006","0.996,0.084","0.729,0.684",
1830,2,312,1735230000000.0,PuckControl,AwayPowerplay,4v5,True,True,HomeTeamZone,"-14.2,9.2","-10.1,5.4",,,,,,,,,,,,,,,,,,,,,,,,,AwayControl,AwayTeamZone,AwayTeamZone,,,,,150352.0,105742.0,888055464.0,101791.0,888055472.0,888043466.0,888042987.0,888040364.0,888055474.0,342394.0,343031.0,,#28 Christoph Bertschy,#16 Raphael Diaz,#22 Roman Will,#20 Reto Berra,#23 Lukas Sedlak,#97 Daniel Hercik,#41 Peter Ceresnak,#69 Lukas Radil,#89 Jan Mandat,#29 Jakob Lilja,#74 Andreas Borgman,,Home,Home,Away,Home,Away,Away,Away,Away,Away,Home,Home,,"-20.1,0.7","-21.8,-0.7","26.7,0.5","-25.8,0.1","-22.5,3.1","-18.4,-7.6","-10.5,3.6","-15.5,11.3","-26.9,5.4","-19.4,5.4","-25.1,4.1",,,,,,,,,,,,,,,,,,,,,,,,,
